text,target,num_characters,num_words,num_sentance,transformed_text
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,0,95,25,3,supervisor find 4 one lor thk student havent ask yet tell u aft ask
"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.",0,141,35,4,hello news job make wait fifth week yeah im woozl weasel exet still home 3
We currently have a message awaiting your collection. To collect your message just call 08718723815.,1,100,17,2,current messag await collect collect messag call 08718723815
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",0,327,84,4,hey babe sorri get sooner gari come fix caus think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe
make that 3! 4 fucks sake?! x,0,29,10,3,make 3 4 fuck sake x
Leave it. U will always be ignorant.,0,36,9,2,leav u alway ignor
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),0,87,24,1,nope b go 2 sch fri quit earli lor co my si got paper da morn
at bruce b downs &amp; fletcher now,0,35,9,1,bruce b down amp fletcher
Where are you ? You said you would be here when I woke ... :-(,0,62,17,2,said would woke
Hey now am free you can call me.,0,32,9,1,hey free call
Tell me whos this pls:-),0,24,8,1,tell who pl
"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1,119,23,4,urgent mobil award bonu caller prize final attempt 2 contact u call 08714714011
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",0,112,26,3,think might give miss teach til twelv lectur two damn work thing
Id have to check but there's only like 1 bowls worth left,0,57,13,1,id check like 1 bowl worth left
Yes there were many sweets,0,26,5,1,ye mani sweet
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,0,110,23,3,would still cozi exhaust last went school work everyth close
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,0,147,37,7,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake
Sir send to group mail check it.,0,32,8,1,sir send group mail check
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0,151,33,1,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page
NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,0,40,7,1,none nowher ikno doesdiscount shitinnit
You dont know you jabo me abi.,0,30,8,1,dont know jabo abi
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1,135,28,1,ever notic drive anyon go slower idiot everyon drive faster maniac
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,0,94,19,1,yet ya sapna aunti maneg hogidh chinnu full weak swalpa black agidhan
"Are you being good, baby? :)",0,28,9,2,good babi
"Mostly sports type..lyk footbl,crckt..",0,38,9,1,mostli sport type lyk footbl crckt
Ma head dey swell oh. Thanks for making my day,0,46,11,2,head dey swell oh thank make day
U should make a fb list,0,23,6,1,u make fb list
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,0,65,18,1,sari need tim bollox hurt lot tol
Happy New Year Princess!,0,24,5,1,happi new year princess
"I'll text carlos and let you know, hang on",0,42,11,1,text carlo let know hang
"Don't worry, * is easy once have ingredients!",0,45,11,1,worri easi ingredi
I love u 2 my little pocy bell I am sorry but I love u,0,54,15,1,love u 2 littl poci bell sorri love u
"Ok omw now, you at castor?",0,26,8,1,ok omw castor
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,0,60,15,1,yar lor keep rain non stop u wan 2 go elsewher
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1,159,29,4,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0,141,38,3,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard 4 smth lor
"Tonight? Yeah, I'd be down for that",0,35,10,2,tonight yeah
What should i eat fo lunch senor,0,32,7,1,eat fo lunch senor
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",0,142,32,2,said right giggl saw u would possibl first person2di nvq think much could
No break time one... How... I come out n get my stuff fr ü?,0,59,17,2,break time one come n get stuff fr ü
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1,106,21,3,repli win weekli profession sport tiger wood play send stop 87239 end servic
"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",0,96,26,3,see ca see mayb reboot ym seen buzz
Do you still have the grinder?,0,30,7,1,still grinder
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,147,35,6,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 16 repli hl 4info
K.i did't see you.:)k:)where are you now?,0,41,15,2,see k
So i'm doing a list of buyers.,0,30,9,1,list buyer
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0,157,33,1,idea guess work hour suppos leav sinc usual nobodi interest figur shit last second
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0,71,16,3,mm entir sure understood text hey ho weekend
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,0,112,22,1,releas vday shirt u put make bottom half nake instead white underwear
Don know..he is watching film in computer..,0,43,10,1,know watch film comput
No b4 Thursday,0,14,3,1,b4 thursday
"Oh, then your phone phoned me but it disconnected",0,49,10,1,oh phone phone disconnect
Id onluy matters when getting on from offcampus,0,47,8,1,id onluy matter get offcampu
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,1,134,28,4,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p
"Excellent, I'll see what riley's plans are",0,42,10,1,excel see riley plan
Ew are you one of them?,0,23,7,1,ew one
Also hi wesley how've you been,0,30,7,1,also hi wesley
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,0,108,28,3,ah see lingo let know wot earth finish make
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1,110,17,1,12mth half price orang line rental 400min call mobileupd8 08000839402
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),0,119,30,1,imagin life without see fast u search worri l alway disturb u goodnoon
"Hm good morning, headache anyone? :-)",0,37,10,2,hm good morn headach anyon
Yeah no probs - last night is obviously catching up with you... Speak soon,0,74,15,2,yeah prob last night obvious catch speak soon
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,1,152,33,2,free unlimit hardcor porn direct 2 mobil txt porn 69200 get free access 24 hr chrgd 50p per day txt stop 2exit msg free
I might go 2 sch. Yar at e salon now v boring.,0,46,14,2,might go 2 sch yar e salon v bore
&lt;#&gt;  mins but i had to stop somewhere first.,0,50,16,1,lt gt min stop somewher first
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0,461,98,4,lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday 4 happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u raj
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,0,127,22,1,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet
I didn't get the second half of that message,0,44,10,1,get second half messag
Wat time do u wan 2 meet me later?,0,34,10,1,wat time u wan 2 meet later
I thank you so much for all you do with selflessness. I love you plenty.,0,72,17,2,thank much selfless love plenti
Am in film ill call you later.,0,30,8,1,film ill call later
How dare you change my ring,0,27,6,1,dare chang ring
You are a very very very very bad girl. Or lady.,0,48,13,2,bad girl ladi
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0,90,21,2,love ya tri budget money better babe gari would freak knew
"What part of ""don't initiate"" don't you understand",0,50,12,1,part initi understand
I finished my lunch already. U wake up already?,0,47,11,2,finish lunch alreadi u wake alreadi
You still at the game?,0,22,6,1,still game
You have got tallent but you are wasting.,0,41,9,1,got tallent wast
What is your record for one night? :),0,37,10,2,record one night
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",0,173,37,3,also sir sent email log usc payment portal send anoth messag explain thing back home great weekend
gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,0,93,20,3,gon na let know co come bak holiday day come number
Jokin only lar... :-) depends on which phone my father can get lor...,0,69,17,1,jokin lar depend phone father get lor
"Aight, lemme know what's up",0,27,8,1,aight lem know
Get ready for  &lt;#&gt;  inches of pleasure...,0,47,14,1,get readi lt gt inch pleasur
;-) ok. I feel like john lennon.,0,32,11,2,feel like john lennon
Cos darren say ü considering mah so i ask ü...,0,46,11,1,co darren say ü consid mah ask ü
You are not bothering me but you have to trust my answers. Pls.,0,63,15,2,bother trust answer pl
One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,0,295,68,3,one day crab run sea shore wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt
Aight what time you want me to come up?,0,39,10,1,aight time want come
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,120,30,4,slaaaaav must summon time wish come anymor
Your bill at 3 is £33.65 so thats not bad!,0,42,11,1,bill 3 that bad
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0,169,39,4,let know chang next 6hr even appendix age rang howev imposs chill let know 6hr
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",0,101,29,1,hello yeah got bath need hair come done yeah
So how's the weather over there?,0,32,8,1,weather
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",0,149,39,4,much though h friday cant wait dunno wot hell im gon na anoth 3 week becom oh wait alreadi done
Die... Now i have e toot fringe again...,0,40,10,1,die e toot fring
Lol they don't know about my awesome phone. I could click delete right now if I want.,0,85,20,2,lol know awesom phone could click delet right want
"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",0,131,36,7,awesom question cute answer someon ask boy ur life smile amp answer fine gudnit
Please leave this topic..sorry for telling that..,0,49,10,1,pleas leav topic sorri tell
Pls send me the correct name da.,0,32,8,1,pl send correct name da
What happened to our yo date?,0,29,7,1,happen yo date
Webpage s not available!,0,24,5,1,webpag avail
Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,0,74,25,3,woke yeesh late fall asleep til lt gt
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,1,141,28,4,unsubscrib servic get ton sexi babe hunk straight phone go http subscript
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0,242,61,4,dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail
K..k...from tomorrow onwards started ah?,0,40,10,1,k k tomorrow onward start ah
What u talking bout early morning? It's almost noon where your at!,0,66,15,2,u talk bout earli morn almost noon
Fine. Do you remember me.,0,25,7,2,fine rememb
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1,147,32,2,hi babe jordan r u im home abroad lone text back u wan na chat xxsp text stop stopcost 150p 08712400603
Ok. How many should i buy.,0,26,7,1,mani buy
"Sounds good, keep me posted",0,27,6,1,sound good keep post
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1,121,28,3,get brand new mobil phone agent mob plu load goodi info text mat 87021
Ok. So april. Cant wait,0,23,7,3,april cant wait
Boy you best get yo ass out here quick,0,38,9,1,boy best get yo ass quick
Ay wana meet on sat?ü wkg on sat?,0,33,11,1,ay wana meet sat ü wkg sat
I'm now but have to wait till 2 for the bus to pick me.,0,55,16,1,wait till 2 bu pick
Apart from the one i told you about yesterday?,0,46,10,1,apart one told yesterday
Ok lor... But buy wat?,0,22,7,2,ok lor buy wat
Somebody should go to andros and steal ice,0,42,8,1,somebodi go andro steal ice
Don know. I did't msg him recently.,0,35,9,2,know msg recent
Take us out shopping and Mark will distract Isaiah.=D,0,53,9,1,take us shop mark distract
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",0,112,27,4,mum hope great day hope text meet well full life great day abiola
There is no sense in my foot and penis.,0,39,10,1,sens foot peni
Okay but i thought you were the expert,0,38,8,1,okay thought expert
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0,129,36,3,deep sigh miss realli surpris gone net cafe yet get miss
S.s:)i thinl role is like sachin.just standing. Others have to hit.,0,67,16,2,thinl role like stand other hit
Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,0,147,32,4,great trip india bring light everyon project everyon lucki see smile bye abiola
"And very importantly, all we discuss is between u and i only.",0,61,14,1,importantli discuss u
K..k:)how about your training process?,0,38,11,1,k k train process
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0,82,24,2,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat
In da car park,0,14,4,1,da car park
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0,153,37,5,wish hold tightli make see import much mean much need life
So i asked how's anthony. Dad. And your bf,0,42,12,3,ask anthoni dad bf
"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0,154,40,4,wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud
Am going to take bath ill place the key in window:-),0,52,14,1,go take bath ill place key window
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,1,140,32,2,lord ring return king store repli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt
"Dear, take care. I am just reaching home.love u a lot.",0,54,14,2,dear take care reach u lot
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0,49,1,1,
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0,67,14,2,emigr someth ok mayb bit hope
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,0,139,29,2,olol print forum post guy exact prob fix gpu replac hope dont ignor
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,0,110,27,3,walk mom right stagwood pass right winterston left victor hill address lt gt
"Yo, you at jp and hungry like a mofo?",0,37,11,1,yo jp hungri like mofo
This is all just creepy and crazy to me.,0,40,10,1,creepi crazi
Ok... I din get ur msg...,0,25,8,2,ok din get ur msg
Pathaya enketa maraikara pa',0,28,5,1,pathaya enketa maraikara pa
Even if he my friend he is a priest call him now,0,48,12,1,even friend priest call
"U so lousy, run already come back then half dead... Hee...",0,58,14,1,u lousi run alreadi come back half dead hee
That's y i said it's bad dat all e gals know u... Wat u doing now?,0,66,20,1,said bad dat e gal know u wat u
Or remind me in a few hrs.,0,26,8,1,remind hr
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",0,297,76,6,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,0,148,33,4,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank
Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,0,149,39,6,hello hun ru way im good 2 date guy met walkabout far meet soon how everyon els
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,0,154,41,3,lol gon na last month cash left lt gt case collect week caus announc blog
Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,1,112,22,4,good luck draw take place 28th feb good luck remov send stop 87239 custom servic 08708034412
"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",0,78,20,1,short cute good person dont tri prove gud mrng
Just haven't decided where yet eh ?,0,35,8,1,decid yet eh
"Wat time liao, where still got.",0,31,8,1,wat time liao still got
Yes watching footie but worried we're going to blow it - Phil Neville?,0,70,15,1,ye watch footi worri go blow phil nevil
I wait 4 ü inside da car park...,0,32,9,1,wait 4 ü insid da car park
Uncle Abbey! Happy New Year. Abiola,0,35,8,3,uncl abbey happi new year abiola
Now am free call me pa.,0,23,7,1,free call pa
R u saying i should re order the slippers cos i had to pay for returning it.,0,76,18,1,r u say order slipper co pay return
Stop knowing me so well!,0,24,6,1,stop know well
Good evening! this is roger. How are you?,0,41,11,3,good even roger
Small problem in auction:)punj now asking tiwary,0,48,10,1,small problem auction punj ask tiwari
He telling not to tell any one. If so treat for me hi hi hi,0,59,16,2,tell tell one treat hi hi hi
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1,139,32,4,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 poli
U coming 2 pick me?,0,19,6,1,u come 2 pick
Thats cool. i liked your photos. You are very sexy!,0,51,13,3,that cool like photo sexi
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,0,122,26,2,would u fuckin believ didnt know thur pre book cancel need b sack
"Haha better late than ever, any way I could swing by?",0,53,13,1,haha better late ever way could swing
Ok. But i finish at 6.,0,22,8,2,finish 6
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1,156,37,4,lookatm thank purchas video clip lookatm charg 35p think better send video mmsto 32323
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,0,155,39,4,bar b q store life twat orang dungere came ask want deck got first punch
So no messages. Had food?,0,25,7,2,messag food
Ok going to sleep. Hope i can meet her.,0,39,11,2,ok go sleep hope meet
Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,0,104,24,2,let know detail fri u find co tom mention chines thank
You're right I have now that I think about it,0,45,11,1,right think
Wat r u doing now?,0,18,6,1,wat r u
Is ur lecture over?,0,19,5,1,ur lectur
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1,144,35,3,sexi sexi cum text im wet warm readi porn u fun msg free recd msg 150p inc vat 2 cancel text stop
Customer place i will call you,0,30,6,1,custom place call
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,0,91,20,1,plan yet go join compani jan 5 know happen
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),0,156,40,2,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano
"Haha I heard that, text me when you're around",0,45,11,1,haha heard text around
I.ll get there tomorrow and send it to you,0,42,9,1,get tomorrow send
"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",0,116,26,2,shit babe thasa bit mess shudvetold urgran know neway illspeak 2 u2moro wen im asleep
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0,113,27,3,oh that late well good night give u call tomorrow iam go go sleep night night
CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,0,136,28,3,cheer u tex mecaus u werebor yeah okden hunni r uin wk sat likeyour havin gr8fun j keep updat countinlot lovem xxxxx
"Sorry,  in meeting I'll call you later",0,38,9,1,sorri meet call later
Yo! Howz u? girls never rang after india. L,0,43,12,4,yo howz u girl never rang india l
Yeah but which is worse for i,0,29,7,1,yeah wors
I tagged MY friends that you seemed to count as YOUR friends.,0,61,13,1,tag friend seem count friend
Long time. You remember me today.,0,33,8,2,long time rememb today
Havent shopping now lor i juz arrive only,0,41,8,1,havent shop lor juz arriv
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0,60,13,2,thank better work caus feel use otherwis
Are you up for the challenge? I know i am :),0,44,13,2,challeng know
How much did ur hdd casing cost.,0,32,8,1,much ur hdd case cost
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0,87,20,3,mysteri solv open email sent anoth batch sweeti
I can't describe how lucky you are that I'm actually awake by noon,0,66,15,1,ca describ lucki actual awak noon
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1,151,32,3,2nd time tri contact u prize claim call 09053750005 b4 sm 08718725756 140ppm
Cheers for the card ... Is it that time of year already?,0,56,13,1,cheer card time year alreadi
Ugh hopefully the asus ppl dont randomly do a reformat.,0,55,11,1,ugh hope asu ppl dont randomli reformat
"Haven't seen my facebook, huh? Lol!",0,35,10,2,seen facebook huh lol
"Mah b, I'll pick it up tomorrow",0,31,9,1,mah b pick tomorrow
Still otside le..u come 2morrow maga..,0,38,9,1,still otsid le u come 2morrow maga
Do u still have plumbers tape and a wrench we could borrow?,0,59,13,1,u still plumber tape wrench could borrow
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",1,114,25,2,dear voucher holder claim week offer pc pleas go http ts cs appli
It vl bcum more difficult..,0,27,6,1,vl bcum difficult
Havent still waitin as usual... Ü come back sch oredi?,0,54,12,1,havent still waitin usual ü come back sch oredi
In meeting da. I will call you,0,30,8,2,meet da call
K k :-):-) then watch some films.,0,33,13,1,k k watch film
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0,92,22,2,cinema plu drink appeal tomo fr thriller director like mac
There the size of elephant tablets & u shove um up ur ass!!,0,59,15,2,size eleph tablet u shove um ur ass
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",0,160,34,2,mani peopl seem special first sight remain special till last sight maintain till life end take cr da
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,130,32,5,parent kidz friend n colleagu scream surpris wait sofa nake
Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.,0,110,31,1,dunno juz askin co got card got 20 4 salon call hair sens tot da one ü cut ur hair
Good morning pookie pie! Lol hope I didn't wake u up,0,52,13,2,good morn pooki pie lol hope wake u
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0,65,15,1,mayb woke fuck 3 would problem
Happy birthday to you....dear.with lots of love.rakhesh NRI,0,59,10,1,happi birthday lot nri
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,153,34,4,2nd time tri 2 contact u 750 pound prize 2 claim easi call 08712101358 10p per min
X2  &lt;#&gt; . Are you going to get that,0,41,15,2,x2 lt gt go get
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,0,136,30,3,hi neva worri bout da truth coz truth lead 2 ur heart least uniqu person like u deserv sleep tight morn
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,1,146,22,2,ur award citi break could win summer shop spree everi wk txt store
Is ur paper today in e morn or aft?,0,35,10,1,ur paper today e morn aft
I will lick up every drop :) are you ready to use your mouth as well?,0,69,18,1,lick everi drop readi use mouth well
And you! Will expect you whenever you text! Hope all goes well tomo,0,67,15,3,expect whenev text hope goe well tomo
Great. P diddy is my neighbor and comes for toothpaste every morning,0,68,13,2,great p diddi neighbor come toothpast everi morn
"I av a new number,  . Wil u only use this one,ta.",0,49,16,2,av new number wil u use one ta
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,0,96,23,3,poke man everyday teach canada abi say hi
7 lor... Change 2 suntec... Wat time u coming?,0,46,12,1,7 lor chang 2 suntec wat time u come
No de.am seeing in online shop so that i asked.,0,47,11,1,see onlin shop ask
Just curious because my cuz asked what I was up to,0,50,11,1,curiou cuz ask
Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,0,110,26,1,okay lor wah like def wont let us go haha say term condit
Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,0,97,22,2,haha yup hope lose kg mon hip hop go orchard weigh
She's good. How are you. Where r u working now,0,46,13,3,good r u work
"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",0,90,22,1,oh ye littl weather kind coccoon home
At home also.,0,13,4,1,home also
This phone has the weirdest auto correct.,0,41,8,1,phone weirdest auto correct
Oops my phone died and I didn't even know. Yeah I like it better.,0,65,17,2,oop phone die even know yeah like better
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,0,134,37,3,havent mu ask u 1st wat meet 4 lunch den u n meet alreadi lor u wan 2 go ask da ge 1st confirm w asap
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,145,43,3,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",0,131,33,2,oh yeah hav great time postcard 1 look girl im gone u know 1im talkin bout xx
